,node_id,topic_id
0,0,1
1,0,2
2,4,3
3,4,4
4,4,5
5,4,6
6,4,7
7,4,8
8,4,9
9,6,10
10,6,11
11,6,12
12,6,13
13,6,14
14,6,15
15,6,16
16,7,17
17,7,18
18,7,19
19,7,20
20,29,0
21,29,21
22,29,22
23,29,23
24,29,24
25,29,25
26,30,26
27,30,27
28,30,28
29,30,29
30,30,30
31,30,31
32,30,32
33,41,33
34,41,34
35,44,35
36,44,36
37,44,37
38,44,38
39,44,39
40,58,40
41,58,41
42,58,42
43,65,43
44,65,44
45,65,45
46,65,46
47,66,0
48,66,47
49,66,48
50,66,49
51,79,50
52,79,51
53,79,52
54,79,53
55,79,54
